year,province,city,composite,ncpr,poverty_rate,food_expenditure_share,no_electricity_population_share,no_water_population_share,mean_years_schooling_women,health_worker_population_share,life_expectancy,stunting,food_security_index,food_security_index_ranking
2019,sulawesi tengah,sigi,6,0.26,12.6,31.51,7.93,47.56,8.48,5.69,69.15,43,76.56,187
2019,sulawesi tengah,banggai laut,2,5,16.32,34.82,9.42,13.2,8.85,0.93,64.21,34.15,50.24,376
2019,sulawesi tengah,morowali utara,6,0.43,15.53,36.96,5.26,23.06,8.61,18.34,68.77,28.47,78.47,144
2019,sulawesi tengah,kota palu,6,18.83,6.58,6.34,0,14.52,10.94,0.16,70.31,24.07,78.43,42
2019,sulawesi selatan,kepulauan selayar,4,2.97,13.13,35.44,3.2,18.03,7.94,2.4,68.03,46.01,63.6,327
2019,sulawesi selatan,bulukumba,6,0.26,7.48,31.07,1.02,21.42,7.96,0.57,67.27,36.23,82.73,50
2019,sulawesi selatan,bantaeng,6,0.19,9.23,19.78,0.71,14.33,7.12,0.77,70.11,21.03,86.53,6
2019,sulawesi selatan,jeneponto,6,0.16,15.48,30.86,0.08,10.35,6.91,1.74,65.89,41.29,80.59,99
2019,sulawesi selatan,takalar,6,0.33,9,16.25,0,18.63,7.41,0.87,66.64,40.57,82.49,57
2019,sulawesi selatan,gowa,6,0.24,7.83,17.29,0.65,22.78,7.85,2.5,70.11,44.45,84.04,29
2019,sulawesi selatan,sinjai,6,0.33,9.28,18.63,4.38,26.79,7.64,0.62,66.83,42.22,80.67,94
2019,sulawesi selatan,maros,6,0.26,10.31,15.47,0.63,25.3,7.52,0.71,68.74,34.87,82.84,47
2019,sulawesi selatan,pangkajene dan kepulauan,5,0.44,15.1,22.27,0.39,36.39,7.74,1.77,66.12,50.46,75.49,205
2019,sulawesi selatan,barru,6,0.21,9.04,12.95,3.7,22.87,8.02,0.93,68.6,34.09,84.22,26
2019,sulawesi selatan,bone,6,0.12,10.55,16.21,1.43,24.87,7.38,1.58,66.5,37.31,82.29,63
2019,sulawesi selatan,soppeng,6,0.13,7.5,25.44,1.4,29.34,7.87,2.43,69.02,35.54,83.39,38
2019,sulawesi selatan,wajo,6,0.08,7.5,20.71,1.59,25.35,6.87,3.59,66.79,32.19,83.37,39
2019,sulawesi selatan,sidenreng rappang,6,0.1,5.16,27.12,0.24,30.55,8.02,2.42,69.15,31.7,84.64,19
2019,sulawesi selatan,pinrang,6,0.11,8.81,26.15,0,32.65,7.95,1.04,68.98,43.59,82.03,67
2019,sulawesi selatan,enrekang,6,0.33,12.49,25.33,1.03,46.34,8.89,2.72,70.55,42.65,78.42,145
2019,sulawesi selatan,luwu,6,0.26,13.36,30.51,2.63,33.76,8.27,4.18,69.84,30.31,80.23,106
2019,sulawesi selatan,tana toraja,6,0.43,12.75,29.86,4.66,51.47,8.27,2.87,72.8,46.98,76.59,185
2019,sulawesi selatan,luwu utara,6,0.31,13.69,16.35,0.38,35.66,7.53,8.22,67.9,34.68,78.98,131
2019,sulawesi selatan,luwu timur,6,0.29,7.23,13.31,2.93,32.37,8.48,7.03,70.03,25.31,84.25,25
2019,sulawesi selatan,toraja utara,6,0.39,13.37,22.89,2.85,45.77,8.09,1.02,73.09,40.7,78.8,138
2019,sulawesi selatan,kota makassar,6,21.79,4.41,12.45,0,2.67,10.34,0.02,71.7,25.29,83.54,24
2019,sulawesi selatan,kota parepare,6,3.03,5.59,10.39,0.06,9.03,10.13,0.1,70.88,23.29,79.4,40
2019,sulawesi selatan,kota palopo,6,1.49,7.94,11.23,0.36,7.88,10.62,0.29,70.49,36.01,72.14,63
2019,sulawesi tenggara,buton,6,0.8,13.67,22.35,0.9,21.48,8.23,2.18,67.6,34.91,78.2,149
2019,sulawesi tenggara,muna,6,1.44,13.19,18.8,2.03,22.62,8.12,3.29,69.97,26.84,76.07,198
2019,sulawesi tenggara,konawe,6,0.27,13.48,18.59,0.89,22.68,8.86,6.12,69.76,29.42,83.16,43
2019,sulawesi tenggara,kolaka,6,0.79,12.51,13.41,2.94,19.77,8.84,5.41,70.38,28.73,81.38,83
2019,sulawesi tenggara,konawe selatan,6,0.51,10.95,19.89,0.39,26.38,7.69,8.29,70.24,28.02,81.53,75
2019,sulawesi tenggara,bombana,6,0.47,11.05,16.59,2.52,22.85,7.49,5.58,68.17,33.87,81.02,89
2019,sulawesi tenggara,wakatobi,6,0.44,14.85,16.56,1.59,32.91,7.57,0.92,69.85,29.07,79.76,117
2019,sulawesi tenggara,kolaka utara,5,1.68,14.3,17.47,3.07,27.24,8.1,7.04,69.94,30.62,72.98,246
2019,sulawesi tenggara,buton utara,5,2.27,14.93,20.41,2.53,19.98,8.68,2.78,70.56,37.12,70.34,279
2019,sulawesi tenggara,konawe utara,5,0.84,14.22,17.64,3.87,39.25,8.86,21.12,68.95,37.69,74.92,217
2019,sulawesi tenggara,kolaka timur,6,0.27,13.82,9.02,3.92,16.78,8.81,4.41,71.99,17.58,86.47,8
2019,sulawesi tenggara,konawe kepulauan,3,3.73,17.48,7.9,1.42,41.88,9.47,7.9,68.06,38.89,57.2,357
2019,sulawesi tenggara,muna barat,6,0.73,14.17,16.15,0,23.15,6.62,1.81,69.97,31.3,79.2,125
2019,sulawesi tenggara,buton tengah,6,1.75,14.88,19.89,0.19,4.84,9,1.44,67.33,19.19,76.35,193
2019,sulawesi tenggara,buton selatan,5,1.33,14.82,14.6,3.45,59.96,6.59,0.94,67.33,34.81,68.12,303
2019,sulawesi tenggara,kota kendari,6,14.68,4.69,6.57,0.18,6.5,11.01,0.12,73.26,22.66,85.11,17
2019,sulawesi tenggara,kota bau-bau,6,3.33,7.57,11.61,0.3,7.26,10.21,0.43,70.72,37.21,70.9,68
2019,gorontalo,boalemo,6,0.25,20.33,21.31,6.23,30.02,7.37,3.57,68.25,44.82,76.43,190
2019,gorontalo,gorontalo,6,0.29,16.81,14.01,4.75,28.64,7.26,1.38,67.45,34.59,78.89,135
2019,gorontalo,pohuwato,6,0.19,19.4,17.64,1.51,8.14,7.64,6.62,63.25,23.62,80.65,96
2019,gorontalo,bone bolango,6,0.9,17.4,15.49,0.67,22.37,8.93,2.57,67.95,29.11,77.63,161
2019,gorontalo,gorontalo utara,6,0.24,18.54,20.86,3.03,25.45,7.3,3.77,65.36,33.34,77.73,158
2019,gorontalo,kota gorontalo,6,4.78,5.57,5.51,0,6.22,10.45,0.08,72.02,27.41,82.62,27
2019,sulawesi barat,majene,3,3.01,13.79,39.2,0.53,31.59,8.52,3.21,61.05,45.89,58.14,352
2019,sulawesi barat,polewali mandar,5,0.41,15.97,39.59,4.17,34,7.66,2.79,61.97,38.23,73.11,242
2019,sulawesi barat,mamasa,5,0.39,13.38,38.09,1.77,76.1,7.99,7.51,70.62,43.16,71.38,264
2019,sulawesi barat,mamuju,6,0.42,7.18,31.07,3.45,37.15,7.74,3.61,66.94,46.46,77.97,152
2019,sulawesi barat,mamuju utara,6,0.41,4.53,19.64,6.48,18.92,7.91,8.75,65.62,34.8,82.68,51
2019,sulawesi barat,mamuju tengah,6,0.29,7.14,14.34,4.11,48.21,7.43,3.74,67.79,41.59,78.97,132
2019,maluku,maluku tenggara barat,3,3.45,28.08,39.39,10.53,24.46,9.71,21.01,63.19,28.8,52.68,367
2019,maluku,maluku tenggara,4,2.64,23.27,8.01,9.13,32.14,9.68,8.76,64.77,31.06,61.91,334
2019,maluku,maluku tengah,4,1.96,20.11,24.59,2.83,36.61,9.36,10.09,66.19,42.79,65.12,322
2019,maluku,buru,6,0.43,17.03,18.49,3.9,23.14,8.89,11.5,66.16,27.05,78.97,133
2019,maluku,kepulauan aru,1,5,27.12,16.64,41.51,35.96,8.7,17.08,62.52,36.02,40.1,395
2019,maluku,seram bagian barat,4,2.06,25.62,22.21,10.04,38.3,9.14,6.67,61.2,33.6,60.5,341
2019,maluku,seram bagian timur,3,2.78,23.62,36.69,16.88,43.98,8.14,6.12,58.84,40.56,52.16,368
2019,maluku,maluku barat daya,3,1.55,30.2,28.79,14.46,48.75,8.19,12.42,61.87,31.09,59.18,348
2019,maluku,buru selatan,3,3.04,16.31,27.49,16.15,34.44,7.88,11.83,65.92,26.8,59.28,346
2019,maluku,kota ambon,6,32.07,4.72,8.63,0.85,11.41,11.22,0.25,70.12,31.25,74.53,53
2019,maluku,kota tual,3,17.05,23.42,6.22,1.75,15.66,10.21,0.63,64.89,30.98,42.72,95
2019,maluku utara,halmahera barat,5,1.79,8.74,19.29,2.2,47.36,8.03,3.84,65.78,35.26,69.1,292
2019,maluku utara,halmahera tengah,5,1.36,13.94,15.38,6.21,25.42,8.54,9.49,63.16,41.37,71.52,262
2019,maluku utara,kepulauan sula,3,3.61,8.89,27.74,11.29,49.65,8.94,7.95,62.83,38.61,54.96,362
2019,maluku utara,halmahera selatan,5,1.72,4.8,22.66,7.96,47.6,7.72,9.64,65.42,34.54,69.64,285
2019,maluku utara,halmahera utara,6,0.67,4.51,23.12,0.63,29.37,8.41,6.61,69.15,25.09,82.42,60
2019,maluku utara,halmahera timur,5,0.47,15.02,19.99,2.48,47.32,7.85,16.85,68.19,38.41,74.84,222
2019,maluku utara,pulau morotai,6,0.31,7.16,30.5,1.15,42.32,7.24,9.57,66.58,36.84,78.17,150
2019,maluku utara,pulau taliabu,2,5,7.35,20.18,34.48,51.62,7.57,13.63,61.58,36.98,44.16,388
2019,maluku utara,kota ternate,6,50,3,3.31,0.26,8.05,11.02,0.12,70.5,19.64,84.89,18
2019,maluku utara,kota tidore kepulauan,4,17.72,5.95,6.53,0.21,36.84,9.75,1,68.87,28.19,59.95,89
2019,papua barat,fakfak,2,5,24.31,32.73,1.87,30.05,10.02,29.36,68.12,18.01,47.74,381
2019,papua barat,kaimana,2,5,16.65,26.83,22.9,43.5,9.51,10.64,64.25,16.75,46.4,384
2019,papua barat,teluk wondama,1,5,33.32,57.46,20.28,68.75,8.88,86.68,59.53,25.27,27.34,403
2019,papua barat,teluk bintuni,1,5,31.3,24.57,4.33,32.14,8.93,8.09,60.15,28.54,41.47,392
2019,papua barat,manokwari,5,1.81,22.21,23.39,0.3,26.47,9.43,11.52,68.22,32.14,68.8,298
2019,papua barat,sorong selatan,2,5,19.14,32.24,13.09,54.3,8.06,16.63,65.83,39.61,41.9,391
2019,papua barat,sorong,4,1.67,30.19,27.2,3.76,50.06,8.3,16.41,65.71,32.31,60.64,340
2019,papua barat,raja ampat,2,5,17.8,38.48,13.14,36.93,8.5,39.13,64.42,27.55,44.02,390
2019,papua barat,tambrauw,1,3.54,34.59,62.87,11.01,70.95,8.62,68.53,59.56,41.5,35.14,399
2019,papua barat,maybrat,2,3.14,32.89,28.44,11.4,58.54,9.54,19.21,64.93,42.02,48.12,380
2019,papua barat,manokwari selatan,1,5,30.87,43,11.96,57.58,8.56,33.78,67.16,40.26,36.33,397
2019,papua barat,pegunungan arfak,1,5,35.72,64.81,68.7,74.21,5.49,59.7,66.89,35,23.4,407
2019,papua barat,kota sorong,5,40.17,15.85,7.34,0.17,6.27,10.56,0.91,70,20.61,65.12,83
2019,papua,merauke,6,0.35,10.54,19.49,4.46,29.99,8.56,66.56,66.71,22.8,78.25,147
2019,papua,jayawijaya,3,1.16,38.66,23.56,20.85,75.98,5.03,3.04,58.99,31.62,51.72,372
2019,papua,jayapura,2,4.95,13.44,29.43,2.01,36.54,9.25,8.99,66.66,24.57,50.66,374
2019,papua,nabire,4,2.86,25.17,27.26,10.22,22.57,9.03,6.38,67.72,27.36,61.12,336
2019,papua,kepulauan yapen,2,4.47,27.17,24.02,23.01,27.35,8.47,9.98,68.85,46.22,47.61,383
2019,papua,biak numfor,2,5,25.72,17.69,1.13,35.56,9.68,37.89,68,43.7,44.88,387
2019,papua,paniai,3,0.34,37.35,26.27,55.96,78.58,4.34,83.78,65.94,42.36,51.75,371
2019,papua,puncak jaya,1,5,36.27,67.18,82.42,62.05,2.54,10.88,64.65,35.4,23.69,406
2019,papua,mimika,3,5,14.55,9.77,0.18,7.28,9.73,2.36,72.06,27.99,58.83,349
2019,papua,boven digoel,2,4.14,20.35,31.19,13.96,39.04,7.68,52.15,59.16,39.7,44.13,389
2019,papua,mappi,1,5,25.64,63.56,51.05,78.62,5.75,40.35,64.56,33.06,28.03,402
2019,papua,asmat,1,5,27.41,39.74,20.18,96.57,4.08,75.63,56.88,32.6,22.85,408
2019,papua,yahukimo,1,5,39.25,68.2,94.51,87.22,3.16,42.56,65.52,34.23,16.99,412
2019,papua,pegunungan bintang,1,2.19,30.75,72,47.15,74.49,3.87,52.16,64.08,37.99,41.34,393
2019,papua,tolikara,1,5,33.14,65.63,25.01,95.98,2.77,23.35,65.3,21.31,24.98,404
2019,papua,sarmi,1,5,14.51,35.45,14.79,55.9,8.36,100,66,19.03,40.69,394
2019,papua,keerom,3,3.77,16.9,15.08,2.47,39.31,7.88,26.58,66.35,38.21,54.41,363
2019,papua,waropen,1,5,30.53,44.11,6.18,59.41,8.95,28.95,65.99,52.59,35.45,398
2019,papua,supiori,1,5,39.22,33.22,3.42,68.57,8.06,3.36,65.53,35.05,34.01,400
2019,papua,mamberamo raya,1,5,30.1,80.95,35.19,93.14,4.95,100,57.18,19.37,18.45,411
2019,papua,nduga,1,5,38.13,39.35,88.92,99.74,2.15,64.97,54.82,49.79,10.56,416
2019,papua,lanny jaya,1,5,40.06,32.81,55.89,98.12,2.49,18.98,65.79,47.08,20.64,410
2019,papua,mamberamo tengah,1,5,37.02,41.66,95.92,100,1.81,36.42,63.14,34.77,16.34,414
2019,papua,yalimo,1,5,35.45,51.81,25.43,85.71,3.18,23.19,65.1,0,28.67,401
2019,papua,puncak,1,5,38.15,96.42,100,100,1.2,42.8,65.33,26.48,12.26,415
2019,papua,dogiyai,1,5,30.48,26.48,72.6,92.3,2.07,26.18,65.32,57.48,22.6,409
2019,papua,intan jaya,1,5,42.71,29.33,69.64,86.65,1.42,79.81,65.26,49.64,16.62,413
2019,papua,deiyai,1,5,43.49,24.37,6,99.73,1.49,12.37,64.83,23.46,24.86,405
2019,papua,kota jayapura,5,6.55,11.37,5.22,0.72,7.53,10.9,0.72,70.15,22.81,68.55,72
2020,aceh,simeulue,5,1.19,18.99,36.31,0.21,22.18,8.84,2.75,65.22,28.21,72.43,267
2020,aceh,aceh singkil,3,3.97,20.78,39.47,0,42.4,8.76,2.79,67.36,20.05,53.14,371
2020,aceh,aceh selatan,5,0.8,13.09,54.14,0.77,42.92,9.01,5.08,64.27,26.73,71.92,271
2020,aceh,aceh tenggara,5,0.26,13.43,58.42,0.4,49.34,8.71,6.14,68.04,42.83,73.95,242
2020,aceh,aceh timur,5,0.55,14.47,58.23,0.87,44.3,8.16,3.09,68.67,25.5,74.1,238
2020,aceh,aceh tengah,5,1.54,15.5,27.05,0.08,36.6,9.79,3.35,68.82,42.87,71.07,276
2020,aceh,aceh barat,6,0.71,18.79,20.21,0.48,20.25,8.92,2.73,67.93,24.28,78.61,165
2020,aceh,aceh besar,6,0.4,13.92,37.93,0.84,7.72,10.55,1.96,69.77,28.81,83.99,48
2020,aceh,pidie,5,0.33,19.46,55.08,0.32,35.15,8.28,1.54,66.89,26.9,74.57,229
2020,aceh,bireuen,6,0.48,13.56,43.11,0.84,32.4,9.85,0.81,71.16,32.88,79.43,149
2020,aceh,aceh utara,6,0.28,17.39,54.59,0,41.08,8.93,1.07,68.79,24.21,76.2,208
2020,aceh,aceh barat daya,6,0.37,16.26,42.51,0.41,31.27,8.96,2.23,64.91,26.35,76.6,205
2020,aceh,gayo lues,5,0.52,19.87,36.15,0.7,28.07,8.25,8.25,65.38,29.16,74.68,226
2020,aceh,aceh tamiang,6,0.74,13.38,43.4,0.57,22.02,9.26,2.52,69.52,24.87,78.99,159
2020,aceh,nagan raya,5,0.78,17.97,36.74,0,36.54,9.13,4.93,69.14,26.46,75,221
2020,aceh,aceh jaya,6,0.3,13.36,41.55,0.94,28.09,9.06,7.09,67.11,25.3,79.42,150
2020,aceh,bener meriah,2,5,19.3,37.74,1.89,33.82,10.05,1.69,69.19,28.15,49.6,376
2020,aceh,pidie jaya,6,0.3,19.31,49.05,0.18,32.44,9.36,1.32,70.06,27.87,77.66,187
2020,aceh,kota banda aceh,6,50,7.22,5.45,0,0,12.39,0.03,71.36,22.4,85.32,4
2020,aceh,kota sabang,5,36.23,15.6,19.15,0.57,1.63,11.01,0.4,70.45,19.79,65.87,82
2020,aceh,kota langsa,6,5.13,10.57,13.92,0,8.72,11.24,0.29,69.37,23.19,70.89,67
2020,aceh,kota lhokseumawe,5,3.12,11.18,20.92,0.21,1.93,10.49,1,71.52,29.83,63.26,84
2020,aceh,kota subulussalam,1,2.08,17.95,32.13,0,54.91,8.85,1,63.94,41.81,24.53,98
2020,sumatera utara,nias,4,0.77,15.94,43.17,22.39,81.81,5.57,2.38,69.68,56.21,62.84,339
2020,sumatera utara,mandailing natal,5,0.81,9.11,59.87,5.56,52.43,8.85,3.06,62.51,49.91,68.37,301
2020,sumatera utara,tapanuli selatan,5,0.47,8.6,56.65,2.85,46.51,9.22,6.97,64.82,27.34,74.81,224
2020,sumatera utara,tapanuli tengah,5,1.31,12.53,44.66,3.69,42.18,8.63,1.66,67.08,36.32,70.13,288
2020,sumatera utara,tapanuli utara,6,0.34,9.48,60.34,1.45,37.19,9.59,2.8,68.46,36.37,77.84,183
2020,sumatera utara,toba samosir,6,0.22,8.6,50.46,1.48,40.7,10.23,2.39,69.93,28.27,80.8,113
2020,sumatera utara,labuhanbatu,6,1.17,8.44,28.11,0.11,28.72,9.09,1.93,69.86,34.58,77.75,186
2020,sumatera utara,asahan,5,1.93,9.68,30.07,0.42,24.34,8.77,2.01,68.11,23.64,73.11,256
2020,sumatera utara,simalungun,6,0.43,8.81,40.79,0.88,39.75,9.64,2.33,71.07,32.38,80.34,121
2020,sumatera utara,dairi,6,0.33,7.7,55.91,2.22,42.81,9.45,2.2,68.79,39.27,77.86,181
2020,sumatera utara,karo,6,0.18,8.23,58.59,2.15,24.41,9.89,1.86,71.27,28.13,83.37,64
2020,sumatera utara,deli serdang,6,1.03,3.89,29.06,0.06,12.34,10.11,0.69,71.61,30.97,84.3,41
2020,sumatera utara,langkat,6,1.03,9.91,39.18,0.12,23.33,8.51,1.97,68.59,18.21,78.4,170
2020,sumatera utara,nias selatan,4,0.69,16.45,36.87,24.78,66.15,6.05,1.49,68.58,57,65.62,328
2020,sumatera utara,humbang hasundutan,6,0.31,8.75,56.03,0.65,46.21,9.49,3.45,69.06,39.29,77.29,197
2020,sumatera utara,pakpak barat,5,0.8,9.27,42.69,2.09,56.28,8.76,4.15,65.59,39.04,71.65,273
2020,sumatera utara,samosir,6,0.3,12.52,54.42,1.07,58.74,8.6,3.73,71.16,23.17,75.92,213
2020,sumatera utara,serdang bedagai,6,0.17,7.9,30.32,0.28,28.25,8.53,1.46,68.46,34.22,83.03,70
2020,sumatera utara,batu bara,6,0.95,12.14,33.92,0.16,28.38,8.42,1.67,66.75,22.55,76.57,206
2020,sumatera utara,padang lawas utara,5,1.51,9.6,48.71,1.54,47.76,9.12,5.89,67.06,49.28,67.99,307
2020,sumatera utara,padang lawas,5,1.32,8.28,44.48,2.61,51.81,8.98,3.62,66.98,41.95,69.83,290
2020,sumatera utara,labuhanbatu selatan,3,5,8.94,23.26,0.29,24.46,9,3.53,68.64,33.16,54.78,364
2020,sumatera utara,labuhanbatu utara,5,1.35,9.57,42.8,0.8,39.13,8.36,4.5,69.37,29.69,73.09,257
2020,sumatera utara,nias utara,5,0.46,24.99,37.14,17.44,61.04,6.32,1.8,69.29,26.57,68.1,306
2020,sumatera utara,nias barat,3,1.43,25.51,54.56,11.25,81.37,6.42,1.09,68.82,43.95,56.49,358
2020,sumatera utara,kota sibolga,5,50,12.36,34.41,0,4.9,10.41,0.06,68.77,12.55,67.84,76
2020,sumatera utara,kota tanjungbalai,4,44.1,14.04,51.74,0,3.42,9.7,0.17,63.02,19.29,53.21,94
2020,sumatera utara,kota pematangsiantar,6,3.04,8.63,20.57,0.34,7.64,10.99,0.04,73.33,11.02,78.7,43
2020,sumatera utara,kota tebingtinggi,5,4.36,9.94,20.39,0,26.68,10.27,0.02,70.76,13.92,68.12,75
2020,sumatera utara,kota medan,6,50,8.08,17.05,0.11,2,11.5,0.04,72.98,11.69,83.12,20
2020,sumatera utara,kota binjai,6,4.33,5.66,23.53,0,10.36,10.55,0.03,72.25,15.19,78.16,45
2020,sumatera utara,kota padangsidimpuan,5,1.72,7.26,24.99,0.37,38.88,10.94,0.1,69.15,21.4,61.64,86
2020,sumatera utara,kota gunungsitoli,3,2.03,16.23,18.41,1.86,19.09,8.47,0.45,71.02,25.91,49.53,95
2020,sumatera barat,kepulauan mentawai,2,3.72,14.43,54.99,25.81,68.08,7.18,13.48,64.68,27.19,46.67,382
2020,sumatera barat,pesisir selatan,6,0.35,7.88,30.48,0.7,22.69,8.82,5.38,70.73,22.28,84.65,37
2020,sumatera barat,solok,6,0.37,7.98,43.96,1.11,31.94,8.05,3.55,68.34,35.45,79.57,145
2020,sumatera barat,sijunjung,6,0.83,7.04,29.45,0.87,32.3,8.51,5.44,66.02,29.38,77.85,182
2020,sumatera barat,tanah datar,6,0.27,4.66,38.34,1.65,26.26,8.99,1.48,69.73,22.05,84.88,35
2020,sumatera barat,padang pariaman,6,0.43,7.1,36.57,0.69,35.29,8.15,1.18,68.58,21.9,80.99,111
2020,sumatera barat,agam,6,0.38,6.75,31.96,0.95,32.28,9.26,2.1,72.17,25.21,84.1,45
2020,sumatera barat,lima puluh kota,6,0.39,6.97,41.28,1.11,36.68,8.14,4.9,69.7,28.94,80.42,117
2020,sumatera barat,pasaman,6,0.26,7.21,44.98,1.5,34.13,8.61,4.69,67.18,35.67,79.73,141
2020,sumatera barat,solok selatan,6,0.29,7.33,32.25,2.15,37.51,8.42,5.56,67.58,23.27,81,110
2020,sumatera barat,dharmasraya,6,1.25,6.29,19.2,0.66,39.42,8.86,4.64,71.1,25.46,78.13,178
2020,sumatera barat,pasaman barat,6,0.45,7.14,45.51,0.9,40.76,8.89,3.53,67.67,31.66,78.35,171
2020,sumatera barat,kota padang,6,2.77,4.48,11.93,0,9.87,11.09,0.16,73.57,20.65,82.12,26
2020,sumatera barat,kota solok,6,0.9,3.24,23.94,0,1.71,10.54,0.1,73.45,21.7,82.02,28
2020,sumatera barat,kota sawahlunto,5,1.17,2.17,21.24,1.27,15.22,10.13,0.67,69.87,18.98,67.36,77
2020,sumatera barat,kota padang panjang,6,2.19,5.6,8.38,0.03,5.23,11.08,0.05,72.77,25.06,82.32,25
2020,sumatera barat,kota bukittinggi,6,4.13,4.6,6.45,0,2.88,11.3,0.02,74.22,15.79,89.01,2
2020,sumatera barat,kota payakumbuh,6,1.08,5.68,19.87,0,2.61,10.91,0.13,73.61,17.7,82.06,27
2020,sumatera barat,kota pariaman,6,1.04,4.76,23.86,0.28,17.51,10.59,0.12,70.15,16.35,72.87,59
2020,riau,kuantan singingi,5,2.78,9.56,24.86,1.69,28.66,8.82,6.34,68.44,20.24,67.85,308
2020,riau,indragiri hulu,4,3.51,6.06,16.03,2.84,21.61,8.54,5.76,70.2,26.5,66.58,319
2020,riau,indragiri hilir,4,1.42,6.54,33.23,8.7,74.85,7.66,6.95,67.66,26.49,67.48,312
2020,riau,pelalawan,4,4.39,9.62,28.85,3.17,13.37,8.65,11.63,71.03,22.97,60.51,346
2020,riau,siak,6,2.36,5.03,12.28,0.81,14.05,9.54,6.82,71.03,17.25,77.12,199
2020,riau,kampar,3,5,7.71,25.7,0.14,32.49,9.24,5.84,70.64,23.07,55.51,362
2020,riau,rokan hulu,3,5,10.53,28.41,2,33.41,8.74,7.02,69.89,24.37,53.24,370
2020,riau,bengkalis,4,3.27,6.27,20.92,0.58,38.65,9.26,4.78,71.11,26.55,65.95,324
2020,riau,rokan hilir,4,2.87,7.01,25.8,2.09,38.9,8.6,5.24,70.17,28.87,66.63,318
2020,riau,kepulauan meranti,1,5,26.93,15.87,5.25,92.21,7.58,6.26,67.53,25.1,37.58,394
2020,riau,kota pekanbaru,6,10.53,2.52,12.68,1.2,3.52,11.25,0.15,72.22,14.03,82.85,22
2020,riau,kota dumai,5,16.65,3.56,17.61,0.87,12.1,9.96,1,70.82,15.14,68.15,74
2020,jambi,kerinci,6,0.36,7.13,31.7,0,33.76,8.08,5.38,69.82,33.85,81.46,98
2020,jambi,merangin,5,1.5,8.48,33.3,0.45,53.94,7.9,4.94,71.18,15.38,72.79,261
2020,jambi,sarolangun,5,2.31,8.45,34.82,1.44,46.17,7.94,5.66,69.09,10.48,68.33,302
2020,jambi,batang hari,4,2.79,9.75,37.32,1.05,42.03,8.3,6.69,70.44,18.22,65.53,330
2020,jambi,muaro jambi,4,4.46,3.83,37.01,0.58,29.7,8.63,5.43,71.18,11.5,60.53,345
2020,jambi,tanjung jabung timur,5,0.89,11.54,34.63,2.68,67.22,6.76,7.23,66.08,20.05,69.79,292
2020,jambi,tanjung jabung barat,4,1.69,10.56,45.34,3.95,59.33,7.79,4.13,68.03,21.81,66.92,315
2020,jambi,tebo,5,2.46,6.47,31.85,1.26,42.67,7.74,9.5,69.91,18.37,68.33,303
2020,jambi,bungo,5,2.84,5.6,24.98,1.8,28.81,8.2,3.15,67.61,11.54,69.06,296
2020,jambi,kota jambi,6,22.47,8.12,21.41,0,8.57,10.89,0.05,72.57,18.28,76.9,49
2020,jambi,kota sungai penuh,5,0.44,2.81,26.79,0.21,10.56,10.24,0.73,72.01,24.93,70.38,68
2020,sumatera selatan,ogan komering ulu,5,1.33,12.77,27.74,0.38,30.65,8.9,2.59,68.01,31.56,74.23,235
2020,sumatera selatan,ogan komering ilir,6,0.31,15.01,30.95,0.37,42.24,7.16,7.53,68.41,38.06,76.12,210
2020,sumatera selatan,muara enim,5,1.22,12.41,30.39,0,39.74,8,3.56,68.63,38.62,72.7,262
2020,sumatera selatan,lahat,5,0.98,15.92,32.18,0,51.16,8.52,6.38,65.76,29.53,70.55,285
2020,sumatera selatan,musi rawas,6,0.57,13.37,24.93,1.57,33.12,7.71,4.39,67.86,32.87,77.53,193
2020,sumatera selatan,musi banyuasin,5,0.74,16.41,21.83,1.1,40.09,7.66,7.47,68.54,29.55,75.03,220
2020,sumatera selatan,banyu asin,6,0.16,11.33,31.45,2.76,51.19,7.51,6.97,68.76,28.28,77.9,179
2020,sumatera selatan,ogan komering ulu selatan,5,0.3,10.53,53.68,1.78,59.57,7.72,5.19,66.76,25.1,73.86,244
2020,sumatera selatan,ogan komering ulu timur,6,0.18,10.43,15.36,0.21,44.69,7.68,1.4,68.87,25.83,81.22,104
2020,sumatera selatan,ogan ilir,5,1.04,13.31,27.9,1.05,30.7,8.21,1.78,65.21,35.56,73.83,245
2020,sumatera selatan,empat lawang,4,0.72,12.3,52.37,5.1,80.42,7.48,2.8,64.81,34.26,65.75,327
2020,sumatera selatan,penukal abab lematang ilir,5,1.63,13.47,26.74,0,35.08,7,2.05,68.07,37.57,70.18,287
2020,sumatera selatan,musi rawas utara,2,3.91,19.12,38.96,2.9,49.8,6.68,7.23,65.43,31.61,49.7,375
2020,sumatera selatan,kota palembang,6,22.75,10.9,16.56,0.15,3.44,10.37,0.06,70.54,22.91,72.57,60
2020,sumatera selatan,kota prabumulih,5,14.09,11.61,16.68,0,29.88,9.62,0.15,70.09,23.21,61.23,87
2020,sumatera selatan,kota pagar alam,3,1.73,8.9,32.17,0,49.78,9.4,1,66.41,28.2,41.62,96
2020,sumatera selatan,kota lubuklinggau,4,4.17,12.95,15.84,0.13,38.3,10.14,0.44,69.04,28.3,53.37,93
2020,bengkulu,bengkulu selatan,5,0.3,18.54,42.35,0.38,51.84,9.03,1.1,67.79,25.22,74.54,230
